"","stop_words"
"1812","vc"
"1813","ve"
"1814","versus"
"1815","very"
"1816","vg"
"1817","vi"
"1818","via"
"1819","viz"
"1820","vn"
"1821","vol"
"1822","vols"
"1823","vs"
"1824","vu"
"1825","w"
"1826","want"
"1827","wanted"
"1828","wanting"
"1829","wants"
"1830","was"
"1831","wasn"
"1832","wasn't"
"1833","wasnt"
"1834","way"
"1835","ways"
"1836","we"
"1837","we'd"
"1838","we'll"
"1839","we're"
"1840","we've"
"1841","web"
"1842","webpage"
"1843","website"
"1844","wed"
"1845","welcome"
"1846","well"
"1847","wells"
"1848","went"
"1849","were"
"1850","weren"
"1851","weren't"
"1852","werent"
"1853","weve"
"1854","wf"
"1855","what"
"1856","what'd"
"1857","what'll"
"1858","what's"
"1859","what've"
"1860","whatever"
"1861","whatll"
"1862","whats"
"1863","whatve"
"1864","when"
"1865","when'd"
"1866","when'll"
"1867","when's"
"1868","whence"
"1869","whenever"
"1870","where"
"1871","where'd"
"1872","where'll"
"1873","where's"
"1874","whereafter"
"1875","whereas"
"1876","whereby"
"1877","wherein"
"1878","wheres"
"1879","whereupon"
"1880","wherever"
"1881","whether"
"1882","which"
"1883","whichever"
"1884","while"
"1885","whilst"
"1886","whim"
"1887","whither"
"1888","who"
"1889","who'd"
"1890","who'll"
"1891","who's"
"1892","whod"
"1893","whoever"
"1894","whole"
"1895","wholl"
"1896","whom"
"1897","whomever"
"1898","whos"
"1899","whose"
"1900","why"
"1901","why'd"
"1902","why'll"
"1903","why's"
"1904","widely"
"1905","width"
"1906","will"
"1907","willing"
"1908","wish"
"1909","with"
"1910","within"
"1911","without"
"1912","won"
"1913","won't"
"1914","wonder"
"1915","wont"
"1916","words"
"1917","work"
"1918","worked"
"1919","working"
"1920","works"
"1921","world"
"1922","would"
"1923","would've"
"1924","wouldn"
"1925","wouldn't"
"1926","wouldnt"
"1927","ws"
"1928","www"
"1929","x"
"1930","y"
"1931","ye"
"1932","year"
"1933","years"
"1934","yes"
"1935","yet"
"1936","you"
"1937","you'd"
"1938","you'll"
"1939","you're"
"1940","you've"
"1941","youd"
"1942","youll"
"1943","young"
"1944","younger"
"1945","youngest"
"1946","your"
"1947","youre"
"1948","yours"
"1949","yourself"
"1950","yourselves"
"1951","youve"
"1952","yt"
"1953","yu"
"1954","z"
"1955","za"
"1956","zero"
"1957","zm"
"1958","zr"
"1959","0"
"1960","1"
"1961","2"
"1962","3"
"1963","4"
"1964","5"
"1965","6"
"1966","7"
"1967","8"
"1968","9"
"1969","_"
"1970","a"
"1971","actualmente"
"1972","acuerdo"
"1973","adelante"
"1974","ademas"
"1975","además"
"1976","adrede"
"1977","afirmó"
"1978","agregó"
"1979","ahi"
"1980","ahora"
"1981","ahí"
"1982","al"
"1983","algo"
"1984","alguna"
"1985","algunas"
"1986","alguno"
"1987","algunos"
"1988","algún"
"1989","alli"
"1990","allí"
"1991","alrededor"
"1992","ambos"
"1993","ampleamos"
"1994","antano"
"1995","antaño"
"1996","ante"
"1997","anterior"
"1998","antes"
"1999","apenas"
"2000","aproximadamente"
"2001","aquel"
"2002","aquella"
"2003","aquellas"
"2004","aquello"
"2005","aquellos"
"2006","aqui"
"2007","aquél"
"2008","aquélla"
"2009","aquéllas"
"2010","aquéllos"
"2011","aquí"
"2012","arriba"
"2013","arribaabajo"
"2014","aseguró"
"2015","asi"
"2016","así"
"2017","atras"
"2018","aun"
"2019","aunque"
"2020","ayer"
"2021","añadió"
"2022","aún"
"2023","b"
"2024","bajo"
"2025","bastante"
"2026","bien"
"2027","breve"
"2028","buen"
"2029","buena"
"2030","buenas"
"2031","bueno"
"2032","buenos"
"2033","c"
"2034","cada"
"2035","casi"
"2036","cerca"
"2037","cierta"
"2038","ciertas"
"2039","cierto"
"2040","ciertos"
"2041","cinco"
"2042","claro"
"2043","comentó"
"2044","como"
"2045","con"
"2046","conmigo"
"2047","conocer"
"2048","conseguimos"
"2049","conseguir"
"2050","considera"
"2051","consideró"
"2052","consigo"
"2053","consigue"
"2054","consiguen"
"2055","consigues"
"2056","contigo"
"2057","contra"
"2058","cosas"
"2059","creo"
"2060","cual"
"2061","cuales"
"2062","cualquier"
"2063","cuando"
"2064","cuanta"
"2065","cuantas"
"2066","cuanto"
"2067","cuantos"
"2068","cuatro"
"2069","cuenta"
"2070","cuál"
"2071","cuáles"
"2072","cuándo"
"2073","cuánta"
"2074","cuántas"
"2075","cuánto"
"2076","cuántos"
"2077","cómo"
"2078","d"
"2079","da"
"2080","dado"
"2081","dan"
"2082","dar"
"2083","de"
"2084","debajo"
"2085","debe"
"2086","deben"
"2087","debido"
"2088","decir"
"2089","dejó"
"2090","del"
"2091","delante"
"2092","demasiado"
"2093","demás"
"2094","dentro"
"2095","deprisa"
"2096","desde"
"2097","despacio"
"2098","despues"
"2099","después"
"2100","detras"
"2101","detrás"
"2102","dia"
"2103","dias"
"2104","dice"
"2105","dicen"
"2106","dicho"
"2107","dieron"
"2108","diferente"
"2109","diferentes"
"2110","dijeron"
"2111","dijo"
"2112","dio"
"2113","donde"
"2114","dos"
"2115","durante"
"2116","día"
"2117","días"
"2118","dónde"
"2119","e"
"2120","ejemplo"
"2121","el"
"2122","ella"
"2123","ellas"
"2124","ello"
"2125","ellos"
"2126","embargo"
"2127","empleais"
"2128","emplean"
"2129","emplear"
"2130","empleas"
"2131","empleo"
"2132","en"
"2133","encima"
"2134","encuentra"
"2135","enfrente"
"2136","enseguida"
"2137","entonces"
"2138","entre"
"2139","era"
"2140","erais"
"2141","eramos"
"2142","eran"
"2143","eras"
"2144","eres"
"2145","es"
"2146","esa"
"2147","esas"
"2148","ese"
"2149","eso"
"2150","esos"
"2151","esta"
"2152","estaba"
"2153","estabais"
"2154","estaban"
"2155","estabas"
"2156","estad"
"2157","estada"
"2158","estadas"
"2159","estado"
"2160","estados"
"2161","estais"
"2162","estamos"
"2163","estan"
"2164","estando"
"2165","estar"
"2166","estaremos"
"2167","estará"
"2168","estarán"
"2169","estarás"
"2170","estaré"
"2171","estaréis"
"2172","estaría"
"2173","estaríais"
"2174","estaríamos"
"2175","estarían"
"2176","estarías"
"2177","estas"
"2178","este"
"2179","estemos"
"2180","esto"
"2181","estos"
"2182","estoy"
"2183","estuve"
"2184","estuviera"
"2185","estuvierais"
"2186","estuvieran"
"2187","estuvieras"
"2188","estuvieron"
"2189","estuviese"
"2190","estuvieseis"
"2191","estuviesen"
"2192","estuvieses"
"2193","estuvimos"
"2194","estuviste"
"2195","estuvisteis"
"2196","estuviéramos"
"2197","estuviésemos"
"2198","estuvo"
"2199","está"
"2200","estábamos"
"2201","estáis"
"2202","están"
"2203","estás"
"2204","esté"
"2205","estéis"
"2206","estén"
"2207","estés"
"2208","ex"
"2209","excepto"
"2210","existe"
"2211","existen"
"2212","explicó"
"2213","expresó"
"2214","f"
"2215","fin"
"2216","final"
"2217","fue"
"2218","fuera"
"2219","fuerais"
"2220","fueran"
"2221","fueras"
"2222","fueron"
"2223","fuese"
"2224","fueseis"
"2225","fuesen"
"2226","fueses"
"2227","fui"
"2228","fuimos"
"2229","fuiste"
"2230","fuisteis"
"2231","fuéramos"
"2232","fuésemos"
"2233","g"
"2234","general"
"2235","gran"
"2236","grandes"
"2237","gueno"
"2238","h"
"2239","ha"
"2240","haber"
"2241","habia"
"2242","habida"
"2243","habidas"
"2244","habido"
"2245","habidos"
"2246","habiendo"
"2247","habla"
"2248","hablan"
"2249","habremos"
"2250","habrá"
"2251","habrán"
"2252","habrás"
"2253","habré"
"2254","habréis"
"2255","habría"
"2256","habríais"
"2257","habríamos"
"2258","habrían"
"2259","habrías"
"2260","habéis"
"2261","había"
"2262","habíais"
"2263","habíamos"
"2264","habían"
"2265","habías"
"2266","hace"
"2267","haceis"
"2268","hacemos"
"2269","hacen"
"2270","hacer"
"2271","hacerlo"
"2272","haces"
"2273","hacia"
"2274","haciendo"
"2275","hago"
"2276","han"
"2277","has"
"2278","hasta"
"2279","hay"
"2280","haya"
"2281","hayamos"
"2282","hayan"
"2283","hayas"
"2284","hayáis"
"2285","he"
"2286","hecho"
"2287","hemos"
"2288","hicieron"
"2289","hizo"
"2290","horas"
"2291","hoy"
"2292","hube"
"2293","hubiera"
"2294","hubierais"
"2295","hubieran"
"2296","hubieras"
"2297","hubieron"
"2298","hubiese"
"2299","hubieseis"
"2300","hubiesen"
"2301","hubieses"
"2302","hubimos"
"2303","hubiste"
"2304","hubisteis"
"2305","hubiéramos"
"2306","hubiésemos"
"2307","hubo"
"2308","i"
"2309","igual"
"2310","incluso"
"2311","indicó"
"2312","informo"
"2313","informó"
"2314","intenta"
"2315","intentais"
"2316","intentamos"
"2317","intentan"
"2318","intentar"
"2319","intentas"
"2320","intento"
"2321","ir"
"2322","j"
"2323","junto"
"2324","k"
"2325","l"
"2326","la"
"2327","lado"
"2328","largo"
"2329","las"
"2330","le"
"2331","lejos"
"2332","les"
"2333","llegó"
"2334","lleva"
"2335","llevar"
"2336","lo"
"2337","los"
"2338","luego"
"2339","lugar"
"2340","m"
"2341","mal"
"2342","manera"
"2343","manifestó"
"2344","mas"
"2345","mayor"
"2346","me"
"2347","mediante"
"2348","medio"
"2349","mejor"
"2350","mencionó"
"2351","menos"
"2352","menudo"
"2353","mi"
"2354","mia"
"2355","mias"
"2356","mientras"
"2357","mio"
"2358","mios"
"2359","mis"
"2360","misma"
"2361","mismas"
"2362","mismo"
"2363","mismos"
"2364","modo"
"2365","momento"
"2366","mucha"
"2367","muchas"
"2368","mucho"
"2369","muchos"
"2370","muy"
"2371","más"
"2372","mí"
"2373","mía"
"2374","mías"
"2375","mío"
"2376","míos"
"2377","n"
"2378","nada"
"2379","nadie"
"2380","ni"
"2381","ninguna"
"2382","ningunas"
"2383","ninguno"
"2384","ningunos"
"2385","ningún"
"2386","no"
"2387","nos"
"2388","nosotras"
"2389","nosotros"
"2390","nuestra"
"2391","nuestras"
"2392","nuestro"
"2393","nuestros"
"2394","nueva"
"2395","nuevas"
"2396","nuevo"
"2397","nuevos"
"2398","nunca"
"2399","o"
"2400","ocho"
"2401","os"
"2402","otra"
"2403","otras"
"2404","otro"
"2405","otros"
"2406","p"
"2407","pais"
"2408","para"
"2409","parece"
"2410","parte"
"2411","partir"
"2412","pasada"
"2413","pasado"
"2414","paìs"
"2415","peor"
"2416","pero"
"2417","pesar"
"2418","poca"
"2419","pocas"
"2420","poco"
"2421","pocos"
"2422","podeis"
"2423","podemos"
"2424","poder"
"2425","podria"
"2426","podriais"
"2427","podriamos"
"2428","podrian"
"2429","podrias"
"2430","podrá"
"2431","podrán"
"2432","podría"
"2433","podrían"
"2434","poner"
"2435","por"
"2436","por qué"
"2437","porque"
"2438","posible"
"2439","primer"
"2440","primera"
"2441","primero"
"2442","primeros"
"2443","principalmente"
"2444","pronto"
"2445","propia"
"2446","propias"
"2447","propio"
"2448","propios"
"2449","proximo"
"2450","próximo"
"2451","próximos"
"2452","pudo"
"2453","pueda"
"2454","puede"
"2455","pueden"
"2456","puedo"
"2457","pues"
"2458","q"
"2459","qeu"
"2460","que"
"2461","quedó"
"2462","queremos"
"2463","quien"
"2464","quienes"
"2465","quiere"
"2466","quiza"
"2467","quizas"
"2468","quizá"
"2469","quizás"
"2470","quién"
"2471","quiénes"
"2472","qué"
"2473","r"
"2474","raras"
"2475","realizado"
"2476","realizar"
"2477","realizó"
"2478","repente"
"2479","respecto"
"2480","s"
"2481","sabe"
"2482","sabeis"
"2483","sabemos"
"2484","saben"
"2485","saber"
"2486","sabes"
"2487","sal"
"2488","salvo"
"2489","se"
"2490","sea"
"2491","seamos"
"2492","sean"
"2493","seas"
"2494","segun"
"2495","segunda"
"2496","segundo"
"2497","según"
"2498","seis"
"2499","ser"
"2500","sera"
"2501","seremos"
"2502","será"
"2503","serán"
"2504","serás"
"2505","seré"
"2506","seréis"
"2507","sería"
"2508","seríais"
"2509","seríamos"
"2510","serían"
"2511","serías"
"2512","seáis"
"2513","señaló"
"2514","si"
"2515","sido"
"2516","siempre"
"2517","siendo"
"2518","siete"
"2519","sigue"
"2520","siguiente"
"2521","sin"
"2522","sino"
"2523","sobre"
"2524","sois"
"2525","sola"
"2526","solamente"
"2527","solas"
"2528","solo"
"2529","solos"
"2530","somos"
"2531","son"
"2532","soy"
"2533","soyos"
"2534","su"
"2535","supuesto"
"2536","sus"
"2537","suya"
"2538","suyas"
"2539","suyo"
"2540","suyos"
"2541","sé"
"2542","sí"
"2543","sólo"
"2544","t"
"2545","tal"
"2546","tambien"
"2547","también"
"2548","tampoco"
"2549","tan"
"2550","tanto"
"2551","tarde"
"2552","te"
"2553","temprano"
"2554","tendremos"
"2555","tendrá"
"2556","tendrán"
"2557","tendrás"
"2558","tendré"
"2559","tendréis"
"2560","tendría"
"2561","tendríais"
"2562","tendríamos"
"2563","tendrían"
"2564","tendrías"
"2565","tened"
"2566","teneis"
"2567","tenemos"
"2568","tener"
"2569","tenga"
"2570","tengamos"
"2571","tengan"
"2572","tengas"
"2573","tengo"
"2574","tengáis"
"2575","tenida"
"2576","tenidas"
"2577","tenido"
"2578","tenidos"
"2579","teniendo"
"2580","tenéis"
"2581","tenía"
"2582","teníais"
"2583","teníamos"
"2584","tenían"
"2585","tenías"
"2586","tercera"
"2587","ti"
"2588","tiempo"
"2589","tiene"
"2590","tienen"
"2591","tienes"
"2592","toda"
"2593","todas"
"2594","todavia"
"2595","todavía"
"2596","todo"
"2597","todos"
"2598","total"
"2599","trabaja"
"2600","trabajais"
"2601","trabajamos"
"2602","trabajan"
"2603","trabajar"
"2604","trabajas"
"2605","trabajo"
"2606","tras"
"2607","trata"
"2608","través"
"2609","tres"
"2610","tu"
"2611","tus"
"2612","tuve"
"2613","tuviera"
"2614","tuvierais"
"2615","tuvieran"
"2616","tuvieras"
"2617","tuvieron"
"2618","tuviese"
"2619","tuvieseis"
"2620","tuviesen"
"2621","tuvieses"
"2622","tuvimos"
"2623","tuviste"
"2624","tuvisteis"
"2625","tuviéramos"
"2626","tuviésemos"
"2627","tuvo"
"2628","tuya"
"2629","tuyas"
"2630","tuyo"
"2631","tuyos"
"2632","tú"
"2633","u"
"2634","ultimo"
"2635","un"
"2636","una"
"2637","unas"
"2638","uno"
"2639","unos"
"2640","usa"
"2641","usais"
"2642","usamos"
"2643","usan"
"2644","usar"
"2645","usas"
"2646","uso"
"2647","usted"
"2648","ustedes"
"2649","v"
"2650","va"
"2651","vais"
"2652","valor"
"2653","vamos"
"2654","van"
"2655","varias"
"2656","varios"
"2657","vaya"
"2658","veces"
"2659","ver"
"2660","verdad"
"2661","verdadera"
"2662","verdadero"
"2663","vez"
"2664","vosotras"
"2665","vosotros"
"2666","voy"
"2667","vuestra"
"2668","vuestras"
"2669","vuestro"
"2670","vuestros"
"2671","w"
"2672","x"
"2673","y"
"2674","ya"
"2675","yo"
"2676","z"
"2677","él"
"2678","éramos"
"2679","ésa"
"2680","ésas"
"2681","ése"
"2682","ésos"
"2683","ésta"
"2684","éstas"
"2685","éste"
"2686","éstos"
"2687","última"
"2688","últimas"
"2689","último"
"2690","últimos"
"2691","a"
"2692","abord"
"2693","absolument"
"2694","afin"
"2695","ah"
"2696","ai"
"2697","aie"
"2698","aient"
"2699","aies"
"2700","ailleurs"
"2701","ainsi"
"2702","ait"
"2703","allaient"
"2704","allo"
"2705","allons"
"2706","allô"
"2707","alors"
"2708","anterieur"
"2709","anterieure"
"2710","anterieures"
"2711","apres"
"2712","après"
"2713","as"
"2714","assez"
"2715","attendu"
"2716","au"
"2717","aucun"
"2718","aucune"
"2719","aucuns"
"2720","aujourd"
"2721","aujourd'hui"
"2722","aupres"
"2723","auquel"
"2724","aura"
"2725","aurai"
"2726","auraient"
"2727","aurais"
"2728","aurait"
"2729","auras"
"2730","aurez"
"2731","auriez"
"2732","aurions"
"2733","aurons"
"2734","auront"
"2735","aussi"
"2736","autre"
"2737","autrefois"
"2738","autrement"
"2739","autres"
"2740","autrui"
"2741","aux"
"2742","auxquelles"
"2743","auxquels"
"2744","avaient"
"2745","avais"
"2746","avait"
"2747","avant"
"2748","avec"
"2749","avez"
"2750","aviez"
"2751","avions"
"2752","avoir"
"2753","avons"
"2754","ayant"
"2755","ayez"
"2756","ayons"
"2757","b"
"2758","bah"
"2759","bas"
"2760","basee"
"2761","bat"
"2762","beau"
"2763","beaucoup"
"2764","bien"
"2765","bigre"
"2766","bon"
"2767","boum"
"2768","bravo"
"2769","brrr"
"2770","c"
"2771","car"
"2772","ce"
"2773","ceci"
"2774","cela"
"2775","celle"
"2776","celle-ci"
"2777","celle-là"
"2778","celles"
"2779","celles-ci"
"2780","celles-là"
"2781","celui"
"2782","celui-ci"
"2783","celui-là"
"2784","celà"
"2785","cent"
"2786","cependant"
"2787","certain"
"2788","certaine"
"2789","certaines"
"2790","certains"
"2791","certes"
"2792","ces"
"2793","cet"
"2794","cette"
"2795","ceux"
"2796","ceux-ci"
"2797","ceux-là"
"2798","chacun"
"2799","chacune"
"2800","chaque"
"2801","cher"
"2802","chers"
"2803","chez"
"2804","chiche"
"2805","chut"
"2806","chère"
"2807","chères"
"2808","ci"
"2809","cinq"
"2810","cinquantaine"
"2811","cinquante"
"2812","cinquantième"
"2813","cinquième"
"2814","clac"
"2815","clic"
"2816","combien"
"2817","comme"
"2818","comment"
"2819","comparable"
"2820","comparables"
"2821","compris"
"2822","concernant"
"2823","contre"
"2824","couic"
"2825","crac"
"2826","d"
"2827","da"
"2828","dans"
"2829","de"
"2830","debout"
"2831","dedans"
"2832","dehors"
"2833","deja"
"2834","delà"
"2835","depuis"
"2836","dernier"
"2837","derniere"
"2838","derriere"
"2839","derrière"
"2840","des"
"2841","desormais"
"2842","desquelles"
"2843","desquels"
"2844","dessous"
"2845","dessus"
"2846","deux"
"2847","deuxième"
"2848","deuxièmement"
"2849","devant"
"2850","devers"
"2851","devra"
"2852","devrait"
"2853","different"
"2854","differentes"
"2855","differents"
"2856","différent"
"2857","différente"
"2858","différentes"
"2859","différents"
"2860","dire"
"2861","directe"
"2862","directement"
"2863","dit"
"2864","dite"
"2865","dits"
"2866","divers"
"2867","diverse"
"2868","diverses"
"2869","dix"
"2870","dix-huit"
"2871","dix-neuf"
"2872","dix-sept"
"2873","dixième"
"2874","doit"
"2875","doivent"
"2876","donc"
"2877","dont"
"2878","dos"
"2879","douze"
"2880","douzième"
"2881","dring"
"2882","droite"
"2883","du"
"2884","duquel"
"2885","durant"
"2886","dès"
"2887","début"
"2888","désormais"
"2889","e"
"2890","effet"
"2891","egale"
"2892","egalement"
"2893","egales"
"2894","eh"
"2895","elle"
"2896","elle-même"
"2897","elles"
"2898","elles-mêmes"
"2899","en"
"2900","encore"
"2901","enfin"
"2902","entre"
"2903","envers"
"2904","environ"
"2905","es"
"2906","essai"
"2907","est"
"2908","et"
"2909","etant"
"2910","etc"
"2911","etre"
"2912","eu"
"2913","eue"
"2914","eues"
"2915","euh"
"2916","eurent"
"2917","eus"
"2918","eusse"
"2919","eussent"
"2920","eusses"
"2921","eussiez"
"2922","eussions"
"2923","eut"
"2924","eux"
"2925","eux-mêmes"
"2926","exactement"
"2927","excepté"
"2928","extenso"
"2929","exterieur"
"2930","eûmes"
"2931","eût"
"2932","eûtes"
"2933","f"
"2934","fais"
"2935","faisaient"
"2936","faisant"
"2937","fait"
"2938","faites"
"2939","façon"
"2940","feront"
"2941","fi"
"2942","flac"
"2943","floc"
"2944","fois"
"2945","font"
"2946","force"
"2947","furent"
"2948","fus"
"2949","fusse"
"2950","fussent"
"2951","fusses"
"2952","fussiez"
"2953","fussions"
"2954","fut"
"2955","fûmes"
"2956","fût"
"2957","fûtes"
"2958","g"
"2959","gens"
"2960","h"
"2961","ha"
"2962","haut"
"2963","hein"
"2964","hem"
"2965","hep"
"2966","hi"
"2967","ho"
"2968","holà"
"2969","hop"
"2970","hormis"
"2971","hors"
"2972","hou"
"2973","houp"
"2974","hue"
"2975","hui"
"2976","huit"
"2977","huitième"
"2978","hum"
"2979","hurrah"
"2980","hé"
"2981","hélas"
"2982","i"
"2983","ici"
"2984","il"
"2985","ils"
"2986","importe"
"2987","j"
"2988","je"
"2989","jusqu"
"2990","jusque"
"2991","juste"
"2992","k"
"2993","l"
"2994","la"
"2995","laisser"
"2996","laquelle"
"2997","las"
"2998","le"
"2999","lequel"
"3000","les"
"3001","lesquelles"
"3002","lesquels"
"3003","leur"
"3004","leurs"
"3005","longtemps"
"3006","lors"
"3007","lorsque"
"3008","lui"
"3009","lui-meme"
"3010","lui-même"
"3011","là"
"3012","lès"
"3013","m"
"3014","ma"
"3015","maint"
"3016","maintenant"
"3017","mais"
"3018","malgre"
"3019","malgré"
"3020","maximale"
"3021","me"
"3022","meme"
"3023","memes"
"3024","merci"
"3025","mes"
"3026","mien"
"3027","mienne"
"3028","miennes"
"3029","miens"
"3030","mille"
"3031","mince"
"3032","mine"
"3033","minimale"
"3034","moi"
"3035","moi-meme"
"3036","moi-même"
"3037","moindres"
"3038","moins"
"3039","mon"
"3040","mot"
"3041","moyennant"
"3042","multiple"
"3043","multiples"
"3044","même"
"3045","mêmes"
"3046","n"
"3047","na"
"3048","naturel"
"3049","naturelle"
"3050","naturelles"
"3051","ne"
"3052","neanmoins"
"3053","necessaire"
"3054","necessairement"
"3055","neuf"
"3056","neuvième"
"3057","ni"
"3058","nombreuses"
"3059","nombreux"
"3060","nommés"
"3061","non"
"3062","nos"
"3063","notamment"
"3064","notre"
"3065","nous"
"3066","nous-mêmes"
"3067","nouveau"
"3068","nouveaux"
"3069","nul"
"3070","néanmoins"
"3071","nôtre"
"3072","nôtres"
"3073","o"
"3074","oh"
"3075","ohé"
"3076","ollé"
"3077","olé"
"3078","on"
"3079","ont"
"3080","onze"
"3081","onzième"
"3082","ore"
"3083","ou"
"3084","ouf"
"3085","ouias"
"3086","oust"
"3087","ouste"
"3088","outre"
"3089","ouvert"
"3090","ouverte"
"3091","ouverts"
"3092","o|"
"3093","où"
"3094","p"
"3095","paf"
"3096","pan"
"3097","par"
"3098","parce"
"3099","parfois"
"3100","parle"
"3101","parlent"
"3102","parler"
"3103","parmi"
"3104","parole"
"3105","parseme"
"3106","partant"
"3107","particulier"
"3108","particulière"
"3109","particulièrement"
"3110","pas"
"3111","passé"
"3112","pendant"
"3113","pense"
"3114","permet"
"3115","personne"
"3116","personnes"
"3117","peu"
"3118","peut"
"3119","peuvent"
"3120","peux"
"3121","pff"
"3122","pfft"
"3123","pfut"
"3124","pif"
"3125","pire"
"3126","pièce"
"3127","plein"
"3128","plouf"
"3129","plupart"
"3130","plus"
"3131","plusieurs"
"3132","plutôt"
"3133","possessif"
"3134","possessifs"
"3135","possible"
"3136","possibles"
"3137","pouah"
"3138","pour"
"3139","pourquoi"
"3140","pourrais"
"3141","pourrait"
"3142","pouvait"
"3143","prealable"
"3144","precisement"
"3145","premier"
"3146","première"
"3147","premièrement"
"3148","pres"
"3149","probable"
"3150","probante"
"3151","procedant"
"3152","proche"
"3153","près"
"3154","psitt"
"3155","pu"
"3156","puis"
"3157","puisque"
"3158","pur"
"3159","pure"
"3160","q"
"3161","qu"
"3162","quand"
"3163","quant"
"3164","quant-à-soi"
"3165","quanta"
"3166","quarante"
"3167","quatorze"
"3168","quatre"
"3169","quatre-vingt"
"3170","quatrième"
"3171","quatrièmement"
"3172","que"
"3173","quel"
"3174","quelconque"
"3175","quelle"
"3176","quelles"
"3177","quelqu'un"
"3178","quelque"
"3179","quelques"
"3180","quels"
"3181","qui"
"3182","quiconque"
"3183","quinze"
"3184","quoi"
"3185","quoique"
"3186","r"
"3187","rare"
"3188","rarement"
"3189","rares"
"3190","relative"
"3191","relativement"
"3192","remarquable"
"3193","rend"
"3194","rendre"
"3195","restant"
"3196","reste"
"3197","restent"
"3198","restrictif"
"3199","retour"
"3200","revoici"
"3201","revoilà"
"3202","rien"
"3203","s"
"3204","sa"
"3205","sacrebleu"
"3206","sait"
"3207","sans"
"3208","sapristi"
"3209","sauf"
"3210","se"
"3211","sein"
"3212","seize"
"3213","selon"
"3214","semblable"
"3215","semblaient"
"3216","semble"
"3217","semblent"
"3218","sent"
"3219","sept"
"3220","septième"
"3221","sera"
"3222","serai"
"3223","seraient"
"3224","serais"
"3225","serait"
"3226","seras"
"3227","serez"
"3228","seriez"
"3229","serions"
"3230","serons"
"3231","seront"
"3232","ses"
"3233","seul"
"3234","seule"
"3235","seulement"
"3236","si"
"3237","sien"
"3238","sienne"
"3239","siennes"
"3240","siens"
"3241","sinon"
"3242","six"
"3243","sixième"
"3244","soi"
"3245","soi-même"
"3246","soient"
"3247","sois"
"3248","soit"
"3249","soixante"
"3250","sommes"
"3251","son"
"3252","sont"
"3253","sous"
"3254","souvent"
"3255","soyez"
"3256","soyons"
"3257","specifique"
"3258","specifiques"
"3259","speculatif"
"3260","stop"
"3261","strictement"
"3262","subtiles"
"3263","suffisant"
"3264","suffisante"
"3265","suffit"
"3266","suis"
"3267","suit"
"3268","suivant"
"3269","suivante"
"3270","suivantes"
"3271","suivants"
"3272","suivre"
"3273","sujet"
"3274","superpose"
"3275","sur"
"3276","surtout"
"3277","t"
"3278","ta"
"3279","tac"
"3280","tandis"
"3281","tant"
"3282","tardive"
"3283","te"
"3284","tel"
"3285","telle"
"3286","tellement"
"3287","telles"
"3288","tels"
"3289","tenant"
"3290","tend"
"3291","tenir"
"3292","tente"
"3293","tes"
"3294","tic"
"3295","tien"
"3296","tienne"
"3297","tiennes"
"3298","tiens"
"3299","toc"
"3300","toi"
"3301","toi-même"
"3302","ton"
"3303","touchant"
"3304","toujours"
"3305","tous"
"3306","tout"
"3307","toute"
"3308","toutefois"
"3309","toutes"
"3310","treize"
"3311","trente"
"3312","tres"
"3313","trois"
"3314","troisième"
"3315","troisièmement"
"3316","trop"
"3317","très"
"3318","tsoin"
"3319","tsouin"
"3320","tu"
"3321","té"
"3322","u"
"3323","un"
"3324","une"
"3325","unes"
"3326","uniformement"
"3327","unique"
"3328","uniques"
"3329","uns"
"3330","v"
"3331","va"
"3332","vais"
"3333","valeur"
"3334","vas"
"3335","vers"
"3336","via"
"3337","vif"
"3338","vifs"
"3339","vingt"
"3340","vivat"
"3341","vive"
"3342","vives"
"3343","vlan"
"3344","voici"
"3345","voie"
"3346","voient"
"3347","voilà"
"3348","vont"
"3349","vos"
"3350","votre"
"3351","vous"
"3352","vous-mêmes"
"3353","vu"
"3354","vé"
"3355","vôtre"
"3356","vôtres"
"3357","w"
"3358","x"
"3359","y"
"3360","z"
"3361","zut"
"3362","à"
"3363","â"
"3364","ça"
"3365","ès"
"3366","étaient"
"3367","étais"
"3368","était"
"3369","étant"
"3370","état"
"3371","étiez"
"3372","étions"
"3373","été"
"3374","étée"
"3375","étées"
"3376","étés"
"3377","êtes"
"3378","être"
"3379","ô"
"3380","a"
"3381","ab"
"3382","aber"
"3383","ach"
"3384","acht"
"3385","achte"
"3386","achten"
"3387","achter"
"3388","achtes"
"3389","ag"
"3390","alle"
"3391","allein"
"3392","allem"
"3393","allen"
"3394","aller"
"3395","allerdings"
"3396","alles"
"3397","allgemeinen"
"3398","als"
"3399","also"
"3400","am"
"3401","an"
"3402","ander"
"3403","andere"
"3404","anderem"
"3405","anderen"
"3406","anderer"
"3407","anderes"
"3408","anderm"
"3409","andern"
"3410","anderr"
"3411","anders"
"3412","au"
"3413","auch"
"3414","auf"
"3415","aus"
"3416","ausser"
"3417","ausserdem"
"3418","außer"
"3419","außerdem"
"3420","b"
"3421","bald"
"3422","bei"
"3423","beide"
"3424","beiden"
"3425","beim"
"3426","beispiel"
"3427","bekannt"
"3428","bereits"
"3429","besonders"
"3430","besser"
"3431","besten"
"3432","bin"
"3433","bis"
"3434","bisher"
"3435","bist"
"3436","c"
"3437","d"
"3438","d.h"
"3439","da"
